,chan_1,chan_2,chan_3,chan_4,chan_5,chan_6,chan_7,chan_8,chan_9,chan_10,chan_11,chan_12,chan_13,chan_14,chan_15,chan_16,trig,timestamp
3887,133698.189,89620.839,13132.365,-17434.808,24602.051,-10076.658,-18815.631,-11353.39,21628.353,18537.017,-45067.42,-40101.712,2799.891,-16155.55,9776.742,-4950.218,0.0,31.09499999997206
3888,133734.957,89633.692,13141.775,-17416.099,24614.881,-10061.258,-19376.638,-11345.857,21591.383,18459.59,-45070.952,-40107.21,2758.205,-16216.056,9768.718,-4948.564,0.0,31.105999999970663
3889,133744.01,89617.978,13139.026,-17434.607,24604.845,-10075.585,-18860.76,-11331.016,21623.77,18533.821,-45058.435,-40082.176,2804.339,-16144.106,9763.287,-4944.005,0.0,31.114000000001397
3890,133785.942,89632.82,13144.189,-17420.838,24615.194,-10062.219,-19339.646,-11325.16,21603.296,18485.116,-45062.994,-40081.171,2779.909,-16177.075,9761.61,-4955.404,0.0,31.121999999973923
3891,133785.606,89617.665,13138.355,-17429.063,24607.728,-10064.253,-18899.853,-11311.816,21618.764,18534.29,-45062.927,-40068.43,2802.909,-16128.505,9769.389,-4938.931,0.0,31.130000000004657
3892,133823.604,89633.692,13146.871,-17417.776,24622.078,-10051.825,-19265.84,-11319.974,21612.326,18518.04,-45070.817,-40086.244,2788.134,-16155.394,9778.218,-4951.515,0.0,31.137999999977183
3893,133833.037,89624.863,13147.743,-17427.901,24622.212,-10057.436,-18956.514,-11312.866,21625.179,18521.259,-45055.417,-40081.282,2801.322,-16152.823,9768.875,-4946.039,0.0,31.146000000007916
3894,133862.765,89637.313,13150.626,-17412.054,24633.165,-10044.025,-19192.75,-11328.132,21628.598,18526.02,-45064.559,-40095.923,2800.115,-16161.161,9767.846,-4950.017,0.0,31.153999999980442
3895,133868.867,89630.384,13149.732,-17414.848,24628.985,-10041.924,-19030.275,-11326.076,21621.446,18495.532,-45051.707,-40089.038,2791.554,-16180.316,9767.958,-4938.417,0.0,31.161999999952968
3896,133875.192,89644.219,13151.945,-17408.343,24633.969,-10039.577,-19121.403,-11346.595,21632.175,18542.203,-45069.007,-40109.602,2795.734,-16168.336,9775.491,-4952.074,0.0,31.169999999983702
3897,133870.476,89629.109,13147.81,-17426.448,24628.314,-10053.301,-19101.689,-11345.969,21609.622,18474.231,-45058.859,-40111.189,2768.487,-16218.761,9780.878,-4946.061,0.0,31.177999999956228
3898,133877.517,89637.938,13150.805,-17418.625,24632.829,-10048.07,-19029.828,-11357.681,21628.084,18546.718,-45079.736,-40133.25,2789.319,-16177.164,9767.288,-4948.207,0.0,31.18599999998696
3899,133838.826,89628.148,13158.159,-17421.128,24633.478,-10047.199,-19184.592,-11336.537,21609.465,18462.295,-45051.394,-40112.105,2767.548,-16223.231,9776.161,-4950.733,0.0,31.193999999959487
3900,133615.554,89626.83,13151.163,-17418.96,24626.034,-10047.534,-18959.51,-11341.342,21636.735,18560.844,-45074.953,-40117.045,2802.149,-16156.578,9774.731,-4958.176,0.0,31.20199999999022
3901,133657.71,89638.967,13160.506,-17406.309,24634.573,-10037.431,-19250.082,-11317.873,21607.387,18470.677,-45055.819,-40087.474,2772.488,-16206.177,9770.506,-4942.932,0.0,31.209999999962747
3902,133707.241,89624.013,13140.479,-17421.285,24617.63,-10053.77,-18887.582,-11339.062,21647.687,18584.872,-45070.594,-40083.875,2816.454,-16118.469,9756.022,-4940.071,1002.0,31.21799999999348
3903,133762.182,89606.825,13128.275,-17434.227,24606.477,-10064.543,-19304.039,-11343.019,21582.509,18448.392,-45082.262,-40098.851,2743.364,-16215.699,9764.494,-4938.305,0.0,31.225999999966007
3904,133781.471,89592.967,13119.58,-17448.8,24597.827,-10074.155,-18833.714,-11350.842,21622.295,18561.872,-45095.784,-40112.239,2790.794,-16134.271,9771.378,-4950.286,0.0,31.23399999999674
3905,133797.632,89625.287,13143.742,-17423.587,24623.218,-10046.416,-19360.567,-11325.271,21588.075,18448.169,-45072.539,-40102.539,2748.974,-16212.19,9769.12,-4948.542,0.0,31.241999999969266
3906,133846.649,89652.691,13171.414,-17395.223,24653.661,-10018.946,-18816.28,-11300.349,21648.29,18579.217,-45064.425,-40091.408,2813.414,-16113.976,9767.913,-4945.368,0.0,31.25
3907,133877.45,89654.814,13174.409,-17393.01,24655.852,-10014.833,-19398.721,-11308.575,21641.25,18498.348,-45019.476,-40055.645,2796.941,-16170.504,9768.673,-4936.092,0.0,31.257999999972526
3908,133803.264,89626.271,13145.396,-17427.901,24626.191,-10042.996,-18786.954,-11345.947,21645.474,18571.595,-45065.565,-40101.108,2803.713,-16132.305,9779.089,-4947.939,0.0,31.26600000000326
3909,133830.243,89644.622,13159.075,-17412.232,24641.301,-10027.216,-19392.418,-11348.607,21609.555,18462.921,-45057.25,-40110.384,2750.449,-16225.042,9776.877,-4944.876,0.0,31.273999999975786
3910,133844.414,89633.535,13152.459,-17424.884,24637.21,-10032.826,-18790.396,-11350.104,21639.461,18557.223,-45068.739,-40120.934,2787.575,-16161.183,9774.91,-4945.949,0.0,31.28200000000652
3911,133887.016,89645.27,13154.538,-17417.06,24644.341,-10025.786,-19366.893,-11340.85,21611.969,18475.55,-45058.233,-40114.788,2756.976,-16222.561,9772.764,-4943.088,0.0,31.289999999979045
3912,133901.143,89628.372,13145.888,-17426.895,24632.919,-10035.263,-18809.172,-11330.68,21640.177,18551.702,-45062.681,-40110.295,2798.662,-16158.97,9778.195,-4935.757,0.0,31.29800000000978
3913,133930.468,89657.362,13157.041,-17404.588,24649.325,-10017.158,-19331.174,-11323.595,21623.681,18494.437,-45053.428,-40103.701,2776.154,-16197.862,9772.205,-4936.718,0.0,31.305999999982305
3914,133878.992,89621.175,13137.618,-17439.077,24625.453,-10045.5,-18844.622,-11330.636,21635.103,18538.738,-45059.284,-40109.893,2796.382,-16156.131,9766.595,-4936.249,0.0,31.31399999995483
3915,133935.743,89647.058,13152.281,-17409.908,24647.582,-10019.192,-19276.48,-11316.509,21627.906,18508.451,-45052.31,-40102.718,2782.725,-16175.399,9774.083,-4941.412,0.0,31.321999999985565
3916,133905.68,89632.865,13145.664,-17423.408,24633.701,-10035.822,-18908.749,-11303.098,21638.344,18533.15,-45042.475,-40087.653,2802.752,-16141.58,9767.668,-4929.543,0.0,31.32999999995809
3917,133911.268,89645.247,13141.731,-17411.562,24634.036,-10029.116,-19215.906,-11312.62,21636.511,18532.882,-45047.505,-40093.352,2798.461,-16149.985,9776.072,-4936.405,0.0,31.337999999988824
3918,133910.888,89631.166,13137.908,-17418.469,24626.683,-10034.525,-18988.612,-11309.759,21634.075,18517.727,-45033.848,-40076.32,2800.718,-16151.683,9767.712,-4919.999,0.0,31.34599999996135
3919,133938.805,89647.706,13143.027,-17412.143,24632.136,-10029.876,-19157.814,-11329.988,21636.757,18546.986,-45047.974,-40085.44,2799.78,-16143.48,9766.93,-4933.745,0.0,31.353999999992084
3920,133907.178,89625.69,13136.388,-17426.783,24621.586,-10043.399,-19072.341,-11331.977,21618.495,18492.962,-45040.419,-40086.088,2781.093,-16178.908,9770.26,-4923.978,0.0,31.36199999996461
3921,133913.369,89642.252,13144.994,-17412.791,24630.684,-10034.167,-19078.734,-11341.566,21640.311,18549.31,-45054.568,-40100.706,2799.69,-16145.626,9768.226,-4934.818,0.0,31.369999999995343
3922,133926.892,89634.854,13150.224,-17413.864,24630.393,-10038.414,-19142.123,-11327.439,21624.15,18474.857,-45035.368,-40081.126,2782.256,-16190.084,9769.858,-4922.86,0.0,31.37799999996787
3923,133960.174,89644.934,13160.372,-17408.5,24638.641,-10037.61,-18997.731,-11329.898,21656.315,18561.984,-45048.801,-40091.318,2817.46,-16138.004,9770.193,-4942.328,0.0,31.385999999998603
3924,133983.106,89639.481,13161.825,-17411.07,24639.714,-10045.992,-19205.982,-11316.107,21630.074,18468.486,-45026.427,-40075.918,2794.37,-16198.689,9770.327,-4937.009,0.0,31.39399999997113
3925,133990.684,89639.101,13155.991,-17411.025,24635.981,-10050.842,-18913.666,-11324.265,21660.807,18562.744,-45052.333,-40091.564,2828.658,-16134.987,9764.449,-4946.732,0.0,31.402000000001863
3926,134002.105,89648.511,13173.761,-17398.33,24650.152,-10044.807,-19279.587,-11304.819,21636.936,18467.615,-45025.823,-40066.061,2800.003,-16196.543,9761.275,-4929.275,0.0,31.40999999997439
3927,134010.13,89641.224,13172.688,-17400.408,24644.698,-10051.892,-18859.441,-11313.157,21674.487,18577.921,-45046.275,-40078.198,2842.583,-16119.966,9775.871,-4946.441,0.0,31.418000000005122
3928,134003.916,89635.502,13176.89,-17392.608,24648.498,-10051.535,-19325.966,-11304.685,21637.852,18468.241,-45033.959,-40067.961,2800.428,-16199.919,9766.125,-4933.298,0.0,31.42599999997765
3929,134000.63,89619.878,13164.015,-17403.001,24634.662,-10065.326,-18800.119,-11320.734,21670.352,18574.993,-45056.691,-40077.147,2841.734,-16120.726,9757.699,-4934.461,0.0,31.434000000008382
3930,134038.293,89639.928,13180.533,-17378.727,24653.304,-10045.232,-19371.81,-11308.351,21628.621,18459.702,-45043.973,-40067.245,2789.609,-16203.405,9762.795,-4928.515,0.0,31.441999999980908
3931,134038.315,89633.826,13171.481,-17388.584,24643.066,-10053.502,-18786.351,-11314.095,21670.486,18573.875,-45057.272,-40068.251,2838.604,-16119.922,9760.649,-4934.416,0.0,31.449999999953434
3932,134063.327,89649.651,13180.22,-17368.736,24656.723,-10037.341,-19390.161,-11301.422,21636.6,18473.069,-45041.626,-40053.857,2799.02,-16190.441,9771.803,-4924.045,0.0,31.457999999984168
3933,134057.046,89630.741,13171.235,-17385.276,24644.206,-10045.969,-18785.613,-11305.378,21665.322,18574.322,-45058.032,-40062.797,2839.901,-16118.402,9760.157,-4926.123,0.0,31.465999999956694
3934,134076.671,89651.349,13182.947,-17366.635,24659.674,-10036.447,-19386.853,-11296.683,21636.489,18482.501,-45046.186,-40056.114,2803.959,-16184.831,9768.405,-4925.296,0.0,31.473999999987427
3935,134038.338,89631.009,13176.197,-17388.987,24649.705,-10054.284,-18808.412,-11299.477,21662.998,18560.039,-45056.557,-40062.887,2834.782,-16121.889,9762.594,-4926.526,0.0,31.481999999959953
3936,134055.906,89655.552,13192.827,-17364.869,24670.023,-10033.117,-19373.196,-11298.941,21639.774,18489.497,-45052.288,-40052.851,2799.869,-16176.226,9761.342,-4936.651,0.0,31.489999999990687
3937,134040.886,89628.797,13182.969,-17385.947,24651.739,-10052.652,-18851.372,-11307.144,21659.422,18551.166,-45056.445,-40050.012,2825.484,-16125.487,9760.113,-4931.711,0.0,31.497999999963213
3938,134018.109,89647.55,13185.83,-17371.418,24655.226,-10048.83,-19328.805,-11325.182,21635.952,18499.242,-45057.496,-40059.02,2793.923,-16173.991,9760.604,-4941.971,0.0,31.505999999993946
3939,133932.167,89628.662,13175.124,-17387.042,24637.434,-10059.827,-18921.109,-11330.725,21636.735,18515.559,-45062.123,-40062.037,2800.763,-16158.322,9760.202,-4938.618,0.0,31.513999999966472
3940,133924.858,89642.99,13172.956,-17382.08,24633.5,-10064.208,-19294.719,-11345.768,21624.24,18498.304,-45068.359,-40069.659,2785.474,-16183.177,9752.401,-4939.154,0.0,31.521999999997206
3941,133840.771,89626.114,13170.452,-17392.876,24627.197,-10072.478,-18998.402,-11341.23,21618.294,18489.408,-45063.017,-40067.335,2789.922,-16180.227,9763.13,-4941.613,0.0,31.529999999969732
3942,133897.119,89643.437,13169.603,-17380.314,24632.136,-10062.577,-19231.307,-11349.925,21616.394,18503.623,-45078.752,-40083.249,2785.117,-16180.495,9752.29,-4937.5,0.0,31.538000000000466
3943,133888.782,89630.763,13174.699,-17387.221,24630.214,-10068.075,-19083.092,-11340.448,21610.024,18466.81,-45063.441,-40072.722,2782.725,-16195.895,9753.497,-4932.047,0.0,31.54599999997299
3944,133931.295,89656.96,13184.735,-17369.675,24641.48,-10057.637,-19182.669,-11343.734,21634.633,18521.035,-45062.57,-40072.051,2804.496,-16164.111,9758.57,-4941.77,0.0,31.554000000003725
3945,133927.875,89639.078,13180.645,-17383.488,24633.299,-10069.886,-19188.928,-11336.827,21619.591,18463.055,-45042.386,-40059.936,2792.716,-16199.337,9761.454,-4937.009,0.0,31.56199999997625
3946,133953.625,89650.277,13180.31,-17376.023,24639.11,-10060.051,-19144.135,-11343.756,21633.829,18527.562,-45068.94,-40080.388,2807.424,-16164.603,9757.498,-4943.133,0.0,31.570000000006985
3947,133977.094,89650.008,13184.042,-17377.721,24638.596,-10061.37,-19378.627,-11327.886,21608.817,18446.112,-45042.431,-40061.032,2782.345,-16214.201,9761.633,-4937.232,0.0,31.57799999997951
3948,134003.491,89657.004,13185.518,-17376.693,24636.517,-10061.727,-19222.21,-11333.921,21633.493,18532.301,-45060.2,-40075.381,2809.95,-16156.221,9757.006,-4948.564,0.0,31.585999999952037
3949,134007.313,89639.682,13183.819,-17382.818,24636.629,-10063.135,-19395.436,-11324.176,21607.945,18445.554,-45049.941,-40066.284,2779.283,-16211.206,9762.504,-4933.969,0.0,31.59399999998277
3950,134020.836,89639.995,13179.125,-17382.952,24639.468,-10059.805,-18994.065,-11330.211,21643.239,18552.104,-45067.644,-40076.365,2817.616,-16134.875,9747.104,-4943.602,0.0,31.601999999955297
3951,134045.468,89652.042,13187.976,-17377.096,24650.219,-10052.831,-19388.797,-11317.605,21610.158,18450.985,-45050.075,-40063.624,2777.294,-16205.506,9759.465,-4939.914,0.0,31.60999999998603
3952,134041.981,89637.268,13167.167,-17399.201,24628.605,-10068.544,-18898.534,-11335.888,21648.603,18565.202,-45072.829,-40083.428,2816.61,-16131.321,9760.001,-4947.961,0.0,31.617999999958556
3953,134065.383,89661.207,13186.21,-17377.788,24649.794,-10045.321,-19423.733,-11308.887,21621.736,18459.255,-45045.426,-40062.976,2777.875,-16204.076,9755.955,-4934.505,0.0,31.62599999998929
3954,134036.594,89638.363,13171.838,-17393.926,24633.88,-10060.632,-18848.846,-11320.823,21658.773,18579.821,-45062.927,-40076.052,2826.557,-16117.619,9761.163,-4949.235,1003.0,31.633999999961816
3955,134026.335,89623.522,13148.034,-17407.74,24615.104,-10078.647,-19422.414,-11338.705,21604.392,18458.026,-45066.906,-40083.763,2767.191,-16210.58,9749.272,-4939.378,0.0,31.64199999999255
3956,134035.253,89630.652,13153.89,-17408.053,24624.246,-10070.578,-18824.796,-11330.502,21638.88,18560.442,-45082.552,-40089.619,2807.044,-16138.585,9760.113,-4950.33,0.0,31.649999999965075
3957,134067.82,89648.578,13171.861,-17385.075,24642.374,-10050.685,-19409.316,-11317.985,21617.534,18472.756,-45059.373,-40077.974,2778.21,-16200.88,9761.208,-4945.301,0.0,31.65799999999581
3958,134037.153,89639.749,13166.72,-17393.792,24638.35,-10057.659,-18811.34,-11312.754,21660.874,18576.758,-45057.205,-40069.19,2830.379,-16119.899,9763.242,-4943.58,0.0,31.665999999968335
3959,134035.41,89656.043,13173.872,-17379.845,24646.687,-10047.131,-19380.885,-11311.123,21629.738,18493.967,-45054.992,-40065.167,2789.811,-16183.624,9756.089,-4944.519,0.0,31.67399999999907
3960,134028.95,89632.127,13157.891,-17401.258,24625.766,-10070.511,-18821.398,-11319.75,21653.23,18567.035,-45059.44,-40064.273,2822.601,-16126.784,9755.374,-4948.9,0.0,31.681999999971595
3961,134065.517,89645.918,13175.75,-17384.382,24639.267,-10056.251,-19339.981,-11321.382,21629.873,18501.925,-45059.128,-40067.581,2789.922,-16179.735,9752.401,-4955.918,0.0,31.69000000000233
3962,134033.085,89633.602,13161.042,-17396.027,24626.191,-10065.46,-18834.943,-11318.99,21643.976,18551.881,-45065.542,-40069.19,2811.805,-16143.19,9751.284,-4953.057,0.0,31.697999999974854
3963,134069.362,89642.833,13165.557,-17388.495,24634.528,-10063.158,-19191.923,-11320.957,21637.83,18521.93,-45069.253,-40070.464,2795.443,-16167.933,9747.663,-4947.983,0.0,31.706000000005588
3964,134095.826,89647.393,13183.238,-17386.148,24645.123,-10055.29,-18773.767,-11298.784,21667.446,18551.702,-45043.593,-40048.649,2829.686,-16130.36,9751.999,-4956.812,0.0,31.713999999978114
3965,134121.106,89653.249,13176.8,-17380.046,24646.039,-10047.31,-19159.915,-11313.782,21656.538,18538.917,-45056.512,-40068.206,2813.727,-16150.789,9745.249,-4965.44,0.0,31.722000000008848
3966,134121.285,89642.319,13180.332,-17389.858,24646.084,-10051.088,-19010.65,-11302.808,21648.849,18517.951,-45047.616,-40055.466,2806.999,-16154.924,9756.246,-4956.097,0.0,31.729999999981374
3967,134136.462,89652.288,13180.511,-17382.013,24649.437,-10049.59,-19194.762,-11313.358,21661.791,18551.21,-45056.468,-40065.502,2818.264,-16135.59,9744.489,-4957.55,0.0,31.7379999999539
3968,134129.935,89642.23,13178.298,-17393.323,24645.212,-10055.357,-19122.454,-11306.988,21644.938,18503.445,-45041.939,-40059.132,2800.517,-16165.095,9755.531,-4953.147,0.0,31.745999999984633
3969,134108.343,89644.756,13175.392,-17388.428,24645.659,-10054.329,-19112.887,-11320.756,21659.064,18566.387,-45059.083,-40073.124,2814.956,-16128.371,9746.523,-4956.589,0.0,31.75399999995716
3970,134114.445,89641.045,13177.896,-17394.485,24647.76,-10059.201,-19194.114,-11314.207,21639.596,18493.453,-45037.111,-40055.153,2792.627,-16174.169,9753.608,-4953.191,0.0,31.761999999987893
3971,134138.071,89646.879,13173.023,-17389.188,24644.721,-10056.407,-19044.379,-11327.976,21661.903,18574.188,-45060.022,-40067.379,2815.739,-16125.912,9751.954,-4959.807,0.0,31.76999999996042
3972,134139.39,89639.704,13178.253,-17393.055,24644.586,-10056.564,-19275.004,-11319.549,21631.169,18484.289,-45037.647,-40052.225,2783.373,-16187.983,9756.313,-4946.776,0.0,31.777999999991152
3973,134139.882,89644.175,13170.251,-17391.199,24639.736,-10055.223,-18978.531,-11331.373,21660.584,18580.178,-45053.808,-40073.794,2817.415,-16124.548,9747.082,-4959.159,0.0,31.78599999996368
3974,134145.157,89661.095,13184.422,-17375.129,24652.901,-10043.265,-19356.365,-11316.755,21630.498,18475.639,-45035.882,-40065.547,2777.987,-16198.823,9750.39,-4946.53,0.0,31.793999999994412
3975,134135.523,89641.738,13169.536,-17393.099,24637.903,-10057.391,-18926.608,-11335.419,21664.384,18581.787,-45058.77,-40081.819,2816.409,-16124.034,9749.272,-4951.94,0.0,31.801999999966938
3976,134131.388,89648.667,13177.694,-17389.523,24644.788,-10051.915,-19420.984,-11320.667,21622.809,18460.641,-45039.86,-40070.241,2768.465,-16203.651,9755.151,-4954.778,0.0,31.80999999999767
3977,134126.381,89640.911,13166.787,-17397.972,24634.483,-10058.553,-18892.32,-11330.367,21662.797,18582.011,-45057.786,-40076.253,2813.414,-16119.34,9756.089,-4962.579,0.0,31.817999999970198
3978,134131.343,89648.108,13169.916,-17389.344,24639.825,-10056.296,-19462.826,-11319.885,21623.391,18470.118,-45042.051,-40063.043,2768.599,-16196.946,9747.149,-4952.856,0.0,31.82600000000093
3979,134118.111,89634.63,13160.26,-17402.375,24628.359,-10068.053,-18877.367,-11324.154,21653.632,18568.376,-45066.504,-40083.786,2809.324,-16125.487,9749.049,-4956.991,0.0,31.833999999973457
3980,134156.578,89657.519,13175.482,-17382.147,24647.537,-10047.31,-19486.027,-11308.619,21630.632,18474.879,-45040.084,-40068.832,2776.958,-16192.878,9741.74,-4952.722,0.0,31.84200000000419
3981,134139.815,89630.562,13151.655,-17409.662,24621.721,-10071.696,-18877.322,-11327.797,21656.516,18568.913,-45058.099,-40081.103,2815.247,-16124.303,9759.174,-4952.051,0.0,31.849999999976717
3982,134165.698,89643.616,13158.874,-17395.357,24630.661,-10060.163,-19482.138,-11332.625,21620.328,18467.347,-45051.841,-40079.74,2766.632,-16200.835,9753.854,-4954.89,0.0,31.85800000000745
3983,134139.748,89627.59,13148.771,-17413.328,24615.373,-10073.082,-18897.998,-11342.527,21645.273,18545.511,-45060.782,-40081.416,2800.696,-16138.451,9749.294,-4950.844,0.0,31.865999999979977
3984,134166.145,89645.002,13159.008,-17398.24,24631.622,-10060.744,-19446.621,-11339.286,21618.16,18472.979,-45054.702,-40082.489,2763.324,-16201.371,9753.407,-4957.505,0.0,31.873999999952503
3985,134160.87,89630.16,13151.588,-17416.435,24621.184,-10074.535,-18924.529,-11337.542,21634.075,18527.763,-45065.699,-40089.038,2789.185,-16157.361,9753.005,-4961.283,0.0,31.881999999983236
3986,134173.633,89641.045,13152.392,-17410.489,24624.895,-10070.824,-19387.233,-11341.365,21618.719,18484.155,-45068.202,-40090.446,2763.011,-16194.912,9761.61,-4965.507,0.0,31.889999999955762
3987,134147.772,89639.28,13157.578,-17415.272,24627.107,-10071.696,-18971.244,-11324.31,21632.622,18520.566,-45066.146,-40088.703,2780.378,-16165.206,9752.513,-4958.377,0.0,31.897999999986496
3988,134117.731,89656.692,13158.807,-17400.252,24635.959,-10056.586,-19327.263,-11331.016,21635.103,18516.342,-45064.984,-40091.698,2774.053,-16176.203,9751.239,-4959.807,0.0,31.905999999959022
3989,134101.705,89640.777,13151.945,-17419.251,24621.497,-10068.947,-19016.864,-11329.384,21630.252,18506.954,-45067.018,-40090.223,2772.488,-16171.778,9751.016,-4947.983,0.0,31.913999999989755
3990,134095.625,89661.497,13158.338,-17405.236,24632.382,-10061.258,-19238.124,-11333.921,21637.025,18524.813,-45071.153,-40094.716,2777.852,-16163.373,9755.151,-4957.438,0.0,31.92199999996228
3991,134089.814,89650.21,13158.405,-17410.981,24629.812,-10067.628,-19083.182,-11325.338,21628.062,18493.565,-45063.643,-40086.557,2770.566,-16182.35,9750.479,-4952.074,0.0,31.929999999993015
3992,134148.219,89664.559,13159.724,-17394.865,24638.015,-10051.423,-19158.328,-11325.763,21648.112,18546.762,-45074.595,-40096.169,2788.648,-16152.175,9751.731,-4956.544,0.0,31.93799999996554
3993,134165.765,89656.535,13161.936,-17402.822,24636.227,-10057.279,-19157.457,-11311.614,21637.405,18495.219,-45053.115,-40074.577,2778.031,-16178.997,9750.949,-4942.217,0.0,31.945999999996275
3994,134153.248,89655.82,13154.203,-17410.936,24631.131,-10064.231,-19063.445,-11327.842,21659.511,18558.564,-45073.947,-40097.063,2799.444,-16141.67,9751.753,-4957.617,0.0,31.9539999999688
3995,134165.161,89650.969,13155.343,-17417.172,24632.114,-10065.862,-19217.426,-11319.549,21631.392,18473.002,-45056.356,-40094.939,2765.693,-16203.808,9754.167,-4954.778,0.0,31.961999999999534
3996,134195.582,89659.083,13156.147,-17408.634,24638.35,-10057.056,-18976.922,-11325.204,21663.557,18574.523,-45074.215,-40107.411,2799.4,-16139.658,9760.18,-4965.731,0.0,31.96999999997206
3997,134169.52,89658.368,13158.628,-17412.434,24637.076,-10058.352,-19264.387,-11311.033,21637.964,18473.404,-45049.606,-40086.982,2767.794,-16198.712,9752.983,-4954.287,0.0,31.978000000002794
3998,134138.876,89665.789,13157.421,-17404.99,24645.168,-10046.081,-18883.983,-11313.738,21672.9,18581.139,-45067.912,-40098.113,2809.793,-16125.398,9760.783,-4960.389,0.0,31.98599999997532
3999,134133.713,89667.778,13163.479,-17400.833,24651.18,-10043.376,-19304.106,-11303.501,21640.78,18481.294,-45041.961,-40082.735,2772.868,-16193.615,9767.556,-4955.672,0.0,31.994000000006054
4000,134113.842,89664.492,13159.657,-17404.745,24649.66,-10040.985,-18816.101,-11310.296,21682.243,18592.963,-45062.95,-40094.939,2812.699,-16117.038,9761.163,-4964.211,0.0,32.00199999997858
4001,134086.461,89667.577,13164.395,-17397.123,24656.03,-10035.33,-19331.689,-11304.417,21643.932,18482.903,-45049.025,-40086.781,2766.408,-16194.331,9755.978,-4957.572,0.0,32.01000000000931
4002,134086.215,89659.351,13150.537,-17407.896,24639.602,-10050.529,-18759.461,-11314.185,21684.701,18603.849,-45063.151,-40089.955,2810.598,-16105.885,9761.23,-4956.253,0.0,32.01799999998184
4003,134107.405,89668.091,13158.204,-17393.658,24649.973,-10033.184,-19336.718,-11306.742,21643.686,18495.04,-45053.294,-40083.987,2759.725,-16185.703,9770.104,-4951.247,0.0,32.025999999954365
4004,134116.748,89659.888,13156.84,-17401.258,24647.872,-10032.804,-18732.997,-11310.81,21683.673,18602.843,-45062.503,-40091.519,2809.793,-16109.036,9762.102,-4955.449,0.0,32.0339999999851
4005,134163.44,89675.847,13169.916,-17387.824,24664.837,-10020.019,-19332.918,-11309.826,21656.382,18506.864,-45048.622,-40086.848,2771.817,-16183.736,9763.264,-4950.554,0.0,32.041999999957625
4006,134166.614,89655.485,13156.796,-17408.991,24647.693,-10041.231,-18741.044,-11318.365,21683.092,18594.528,-45060.938,-40100.259,2808.072,-16128.661,9765.947,-4961.171,0.0,32.04999999998836
4007,134200.723,89672.315,13163.725,-17391.199,24655.874,-10027.931,-19316.266,-11316.733,21656.024,18511.0,-45052.31,-40092.413,2770.096,-16192.453,9759.576,-4961.864,0.0,32.057999999960884
4008,134187.938,89647.326,13151.945,-17411.07,24638.931,-10047.467,-18773.811,-11322.88,21673.838,18575.775,-45060.178,-40101.958,2795.913,-16143.927,9766.394,-4956.991,0.0,32.06599999999162
4009,134230.384,89678.216,13175.884,-17382.326,24665.239,-10023.282,-19300.553,-11309.29,21665.054,18522.354,-45048.533,-40095.297,2774.947,-16183.669,9757.095,-4958.444,0.0,32.073999999964144
4010,134221.287,89650.053,13165.714,-17406.667,24647.85,-10044.472,-18821.957,-11314.654,21684.835,18573.271,-45044.845,-40091.855,2801.746,-16138.787,9763.913,-4964.591,0.0,32.08199999999488
4011,134205.998,89667.845,13167.681,-17389.456,24658.713,-10033.162,-19236.09,-11319.482,21667.066,18537.643,-45059.016,-40099.41,2773.27,-16170.66,9761.141,-4967.34,0.0,32.089999999967404
4012,134134.674,89659.083,13170.9,-17394.217,24651.851,-10040.113,-18880.139,-11309.469,21677.437,18551.121,-45051.371,-40088.725,2790.146,-16147.459,9762.37,-4959.673,0.0,32.09799999999814
4013,134158.948,89663.33,13168.933,-17380.337,24653.952,-10035.754,-19167.515,-11316.778,21676.275,18547.522,-45059.15,-40089.441,2787.62,-16149.515,9768.964,-4959.651,0.0,32.10899999999674
4014,134180.763,89660.111,13178.477,-17380.001,24655.986,-10043.041,-18952.916,-11304.976,21675.247,18534.514,-45048.712,-40068.564,2793.052,-16152.846,9760.515,-4949.257,0.0,32.116999999969266
4015,134188.43,89679.066,13187.73,-17359.661,24665.619,-10035.643,-19112.731,-11307.39,21693.597,18577.63,-45052.422,-40063.535,2813.146,-16132.305,9760.359,-4962.065,0.0,32.125
4016,134181.21,89656.379,13182.321,-17371.306,24651.962,-10056.497,-19030.253,-11308.485,21675.694,18523.785,-45043.168,-40056.718,2804.049,-16167.777,9759.71,-4951.403,0.0,32.132999999972526
4017,134166.503,89664.895,13183.685,-17359.885,24654.511,-10053.412,-19023.637,-11320.309,21691.876,18577.25,-45063.821,-40071.425,2819.807,-16139.323,9758.772,-4954.152,0.0,32.14100000000326
4018,134036.527,89651.372,13181.628,-17373.609,24646.643,-10064.923,-19105.087,-11315.034,21670.419,18500.874,-45048.935,-40060.272,2793.812,-16189.771,9759.465,-4946.53,0.0,32.148999999975786
4019,133992.405,89654.59,13179.952,-17366.166,24648.99,-10062.509,-18942.88,-11328.289,21683.606,18581.184,-45079.088,-40083.495,2811.917,-16147.392,9759.308,-4965.127,0.0,32.15700000000652
4020,134070.524,89652.713,13188.803,-17363.394,24657.595,-10059.961,-19177.35,-11305.199,21671.447,18497.231,-45042.118,-40049.006,2794.504,-16190.486,9753.541,-4950.241,0.0,32.164999999979045
4021,134131.053,89648.801,13182.277,-17367.082,24653.684,-10064.543,-18865.565,-11313.961,21697.554,18593.366,-45071.041,-40073.772,2828.881,-16128.639,9757.967,-4962.937,0.0,32.17300000000978
