,chan_1,chan_2,chan_3,chan_4,chan_5,chan_6,chan_7,chan_8,chan_9,chan_10,chan_11,chan_12,chan_13,chan_14,chan_15,chan_16,trig,timestamp
6155,135847.354,91330.591,13443.636,-17099.889,24997.409,-10400.222,-19236.559,-10910.311,22279.481,18921.154,-44817.438,-39824.572,3005.706,-15953.535,9919.078,-5050.421,0.0,49.23999999999069
6156,135873.349,91338.079,13437.533,-17104.181,24996.336,-10400.714,-18872.874,-10919.207,22306.594,19024.419,-44846.875,-39849.137,3039.211,-15887.441,9910.629,-5064.995,0.0,49.24799999996321
6157,135889.42,91347.266,13453.381,-17090.077,25012.317,-10384.062,-19298.787,-10896.475,22279.101,18919.075,-44817.595,-39824.17,3007.45,-15953.96,9911.233,-5050.153,0.0,49.255999999993946
6158,135867.202,91345.701,13444.977,-17096.447,25002.147,-10394.455,-18817.017,-10905.863,22325.951,19043.709,-44826.558,-39825.332,3061.071,-15863.86,9902.65,-5062.29,0.0,49.26399999996647
6159,135878.691,91352.272,13450.654,-17095.955,25008.227,-10389.784,-19342.127,-10902.153,22279.571,18915.521,-44822.355,-39833.871,3007.047,-15959.66,9909.221,-5055.182,0.0,49.271999999997206
6160,135907.279,91355.312,13449.715,-17097.028,25005.545,-10388.733,-18787.871,-10906.534,22323.626,19032.823,-44829.575,-39839.66,3057.652,-15870.476,9915.971,-5071.432,0.0,49.27999999996973
6161,135934.995,91368.79,13453.917,-17090.345,25014.351,-10381.424,-19360.679,-10904.008,22282.968,18928.597,-44824.725,-39836.598,3007.315,-15955.01,9911.278,-5059.116,0.0,49.288000000000466
6162,135918.969,91345.5,13438.763,-17106.304,25002.55,-10394.634,-18753.002,-10910.892,22320.81,19039.305,-44831.833,-39837.604,3053.651,-15873.315,9911.523,-5060.547,0.0,49.29599999997299
6163,135947.959,91369.997,13454.007,-17085.741,25020.476,-10377.11,-19364.367,-10904.299,22283.818,18934.677,-44823.607,-39837.022,3008.813,-15951.635,9907.992,-5057.127,0.0,49.304000000003725
6164,135849.052,91351.088,13439.456,-17111.222,24998.884,-10401.205,-18766.189,-10912.882,22318.753,19032.443,-44830.402,-39835.167,3053.002,-15879.037,9913.759,-5064.503,0.0,49.31199999997625
6165,135686.064,91378.603,13445.714,-17094.592,25008.182,-10390.655,-19347.178,-10910.691,22287.304,18940.488,-44825.865,-39837.022,3011.249,-15952.038,9909.042,-5061.553,0.0,49.320000000006985
6166,135726.476,91340.381,13429.643,-17120.654,24985.495,-10406.436,-18787.334,-10910.557,22315.468,19013.936,-44827.027,-39839.749,3047.102,-15893.588,9912.328,-5062.916,0.0,49.32799999997951
6167,135816.911,91362.375,13437.511,-17106.662,24995.263,-10394.098,-19305.403,-10911.339,22290.143,18947.574,-44827.541,-39842.029,3014.58,-15942.158,9901.622,-5066.962,0.0,49.33599999995204
6168,135851.466,91357.592,13434.807,-17114.485,24991.843,-10399.618,-18840.42,-10906.265,22305.342,18996.211,-44827.228,-39834.653,3037.96,-15899.332,9904.483,-5060.614,0.0,49.34399999998277
6169,135822.7,91377.351,13441.914,-17102.773,25006.193,-10396.981,-19266.064,-10904.433,22298.86,18960.18,-44825.127,-39831.256,3024.951,-15923.07,9905.332,-5067.878,0.0,49.3519999999553
6170,135795.744,91357.637,13436.975,-17119.201,24997.878,-10407.039,-18905.485,-10902.488,22303.599,18973.77,-44822.02,-39828.708,3035.68,-15905.054,9907.232,-5066.895,0.0,49.35999999998603
6171,135817.604,91388.214,13445.446,-17100.582,25007.288,-10391.818,-19202.987,-10911.764,22301.52,18979.358,-44826.312,-39841.336,3027.186,-15918.152,9901.152,-5075.925,0.0,49.367999999958556
6172,135834.122,91372.836,13441.669,-17113.211,24997.565,-10398.993,-18984.186,-10910.602,22300.648,18966.55,-44816.768,-39828.953,3027.968,-15922.846,9900.728,-5067.476,0.0,49.37599999998929
6173,135878.154,91383.788,13437.377,-17110.26,24995.598,-10394.969,-19133.138,-10927.321,22300.447,18996.658,-44839.455,-39850.009,3021.039,-15918.465,9895.52,-5069.063,0.0,49.383999999961816
6174,135891.253,91369.662,13434.27,-17120.006,24989.653,-10402.636,-19048.984,-10920.369,22281.627,18942.612,-44831.497,-39843.169,2999.425,-15949.199,9896.123,-5059.429,0.0,49.39199999999255
6175,135912.621,91376.01,13431.23,-17120.743,24988.848,-10402.435,-19052.247,-10933.311,22309.209,19011.321,-44837.085,-39842.23,3023.9,-15905.904,9896.704,-5070.672,0.0,49.399999999965075
6176,135907.1,91371.562,13428.459,-17129.17,24983.081,-10411.957,-19127.081,-10926.36,22275.369,18923.054,-44832.771,-39847.416,2986.417,-15967.282,9903.723,-5064.034,0.0,49.40799999999581
6177,135905.267,91385.532,13430.694,-17121.19,24987.909,-10401.004,-18979.939,-10931.277,22307.421,19009.622,-44841.019,-39852.736,3021.732,-15906.127,9894.581,-5069.398,0.0,49.415999999968335
6178,135899.21,91384.437,13435.924,-17121.883,24990.033,-10397.093,-19204.887,-10916.592,22279.37,18921.467,-44823.764,-39839.012,2991.334,-15964.309,9892.234,-5066.023,0.0,49.42399999999907
6179,135907.636,91389.265,13432.147,-17123.627,24987.932,-10396.959,-18904.658,-10924.415,22311.131,19024.084,-44843.791,-39858.592,3025.711,-15895.89,9896.369,-5075.858,0.0,49.431999999971595
6180,135887.274,91399.658,13444.53,-17114.172,25001.656,-10391.393,-19278.849,-10905.953,22288.444,18923.121,-44811.783,-39835.368,2996.207,-15959.168,9900.325,-5066.85,0.0,49.44000000000233
6181,135900.976,91396.35,13429.465,-17121.503,24987.037,-10402.412,-18852.266,-10921.196,22318.954,19032.823,-44832.682,-39844.555,3036.999,-15881.496,9890.826,-5071.164,0.0,49.447999999974854
6182,135913.291,91401.759,13438.942,-17116.765,24998.146,-10391.706,-19328.604,-10913.329,22285.807,18915.566,-44810.04,-39825.779,2998.554,-15958.587,9890.647,-5063.587,0.0,49.45600000000559
6183,135867.962,91397.781,13422.938,-17133.685,24982.835,-10408.559,-18797.348,-10928.617,22311.422,19022.877,-44838.292,-39852.914,3030.606,-15890.459,9893.575,-5076.64,0.0,49.463999999978114
6184,135877.886,91407.414,13432.415,-17123.716,24993.05,-10396.132,-19363.026,-10921.845,22278.118,18914.448,-44819.673,-39846.41,2984.427,-15977.094,9903.007,-5067.722,0.0,49.47200000000885
6185,135891.565,91402.117,13430.292,-17133.618,24992.245,-10399.395,-18778.796,-10932.126,22310.573,19015.121,-44841.019,-39868.382,3024.482,-15907.401,9888.322,-5071.723,0.0,49.47999999998137
6186,135934.995,91418.322,13442.026,-17126.398,25002.594,-10392.488,-19377.085,-10925.533,22283.415,18908.57,-44818.667,-39853.786,2984.628,-15981.386,9892.256,-5071.253,0.0,49.4879999999539
6187,135938.437,91401.29,13428.57,-17143.185,24987.194,-10410.034,-18784.384,-10931.881,22313.434,19012.26,-44826.133,-39857.094,3022.917,-15903.847,9890.11,-5078.965,0.0,49.49599999998463
6188,135951.267,91416.623,13428.101,-17136.546,24990.591,-10406.57,-19387.791,-10936.664,22272.15,18915.588,-44827.832,-39860.067,2971.731,-15981.922,9897.598,-5076.483,0.0,49.50399999995716
6189,135902.116,91407.772,13428.794,-17146.18,24986.993,-10410.079,-18809.462,-10931.232,22302.705,18995.451,-44830.804,-39861.185,3009.506,-15915.873,9895.497,-5074.897,0.0,49.51199999998789
6190,135855.087,91430.459,13443.591,-17118.419,25009.59,-10382.676,-19356.007,-10920.057,22289.629,18933.492,-44814.51,-39855.53,2987.691,-15962.722,9893.106,-5075.187,0.0,49.51999999996042
6191,135866.956,91419.104,13427.878,-17131.383,24994.816,-10393.204,-18823.41,-10918.246,22309.008,19004.593,-44822.735,-39850.657,3015.988,-15906.954,9889.507,-5068.213,0.0,49.52799999999115
6192,135934.95,91449.033,13443.703,-17106.036,25015.491,-10367.566,-19291.545,-10915.273,22298.167,18968.07,-44825.574,-39845.337,2993.39,-15940.057,9892.144,-5070.717,0.0,49.53599999996368
6193,135922.366,91426.972,13430.47,-17131.763,24999.152,-10391.415,-18861.028,-10917.263,22314.328,19005.889,-44825.865,-39839.839,3011.92,-15905.3,9888.166,-5066.045,0.0,49.54399999999441
6194,135942.125,91444.451,13438.137,-17120.833,25012.697,-10376.507,-19241.365,-10927.433,22301.23,18980.654,-44838.136,-39856.781,2990.954,-15933.62,9894.313,-5070.27,0.0,49.55199999996694
6195,135923.193,91431.867,13436.081,-17136.635,25005.522,-10389.203,-18949.608,-10922.225,22300.045,18973.457,-44825.686,-39854.434,2996.676,-15928.725,9888.948,-5075.656,0.0,49.55999999999767
6196,135966.556,91450.285,13438.718,-17125.281,25015.156,-10378.049,-19177.149,-10920.772,22312.137,18996.234,-44823.25,-39854.837,3001.325,-15922.511,9891.519,-5082.675,0.0,49.5679999999702
6197,135957.078,91434.706,13429.621,-17143.095,25004.606,-10390.007,-19018.049,-10909.909,22300.402,18961.342,-44809.302,-39848.064,2996.117,-15940.929,9900.281,-5080.529,0.0,49.57600000000093
6198,135921.785,91447.491,13429.196,-17133.573,25004.472,-10380.485,-19105.355,-10923.365,22312.696,19004.437,-44820.12,-39861.229,3010.579,-15916.878,9890.915,-5090.319,0.0,49.58399999997346
6199,135918.991,91435.063,13425.642,-17148.303,24995.509,-10390.007,-19103.678,-10920.682,22293.406,18942.701,-44804.116,-39855.038,2990.06,-15956.307,9887.227,-5081.11,0.0,49.59200000000419
6200,135957.213,91452.632,13425.844,-17139.698,25000.426,-10385.85,-19028.062,-10930.629,22306.214,19021.647,-44831.229,-39873.053,3003.806,-15912.229,9886.557,-5086.519,0.0,49.59999999997672
6201,135951.535,91445.569,13435.991,-17136.859,25011.155,-10380.396,-19178.78,-10908.031,22293.585,18946.434,-44803.178,-39849.271,2985.433,-15955.368,9902.203,-5084.91,0.0,49.60800000000745
6202,135867.001,91447.804,13420.099,-17146.694,24998.258,-10389.001,-18949.988,-10922.582,22319.714,19035.774,-44827.474,-39863.71,3014.714,-15894.907,9896.928,-5087.704,0.0,49.61599999997998
6203,135826.41,91442.149,13419.25,-17151.365,24994.212,-10394.791,-19243.198,-10911.026,22282.298,18924.82,-44816.835,-39857.251,2975.554,-15968.131,9892.524,-5077.243,0.0,49.6239999999525
6204,135900.461,91462.377,13427.185,-17135.116,25006.126,-10374.249,-18886.308,-10903.382,22319.536,19038.523,-44831.81,-39865.342,3020.324,-15887.732,9887.071,-5085.022,0.0,49.631999999983236
6205,135951.066,91469.642,13438.897,-17128.723,25013.189,-10368.438,-19298.764,-10888.831,22293.988,18944.087,-44807.939,-39845.27,2988.585,-15952.395,9898.895,-5082.541,0.0,49.63999999995576
6206,135965.214,91463.785,13426.536,-17136.032,25004.807,-10373.735,-18811.787,-10904.343,22326.42,19057.634,-44833.42,-39863.688,3025.107,-15871.057,9899.945,-5083.48,0.0,49.647999999986496
6207,136000.396,91496.732,13445.535,-17114.127,25028.545,-10356.636,-19349.838,-10895.224,22295.127,18951.016,-44806.933,-39845.047,2982.751,-15947.88,9896.257,-5076.707,0.0,49.65599999995902
6208,136000.508,91469.306,13428.66,-17139.541,25006.528,-10373.981,-18787.2,-10919.207,22333.818,19062.641,-44820.657,-39861.632,3026.627,-15879.774,9901.51,-5084.53,0.0,49.663999999989755
6209,136031.644,91489.982,13442.786,-17123.448,25020.431,-10363.52,-19373.263,-10917.844,22294.256,18941.606,-44806.598,-39860.603,2973.386,-15976.356,9896.436,-5086.139,0.0,49.67199999996228
6210,136016.02,91482.248,13435.701,-17133.506,25012.206,-10373.4,-18772.738,-10921.062,22329.192,19047.017,-44819.874,-39864.56,3013.932,-15903.937,9894.111,-5087.145,0.0,49.679999999993015
6211,136014.165,91481.466,13428.839,-17136.345,25005.478,-10378.764,-19373.173,-10925.667,22293.898,18948.803,-44810.487,-39851.037,2970.145,-15972.154,9888.255,-5087.458,0.0,49.68799999996554
6212,136025.207,91467.786,13424.882,-17143.9,24994.861,-10387.146,-18780.897,-10923.253,22313.076,19036.69,-44834.291,-39867.555,3003.359,-15903.445,9889.999,-5090.207,0.0,49.695999999996275
6213,136051.403,91500.845,13445.848,-17108.785,25018.978,-10361.509,-19362.601,-10900.767,22301.386,18967.31,-44811.962,-39836.888,2986.439,-15944.863,9895.788,-5082.228,0.0,49.7039999999688
6214,135999.547,91474.939,13432.683,-17126.711,24998.616,-10383.056,-18804.098,-10900.745,22328.454,19043.15,-44816.321,-39821.89,3025.823,-15872.13,9883.651,-5082.586,0.0,49.711999999999534
6215,135980.592,91495.122,13437.243,-17110.73,25005.299,-10379.837,-19320.043,-10900.387,22299.888,18980.766,-44821.305,-39821.711,2992.899,-15924.098,9882.489,-5077.333,0.0,49.71999999997206
6216,135916.197,91480.482,13441.736,-17121.302,25003.086,-10388.8,-18847.393,-10886.127,22322.866,19026.095,-44816.924,-39810.983,3028.974,-15879.752,9892.86,-5076.26,0.0,49.728000000002794
6217,135804.014,91502.588,13456.354,-17096.715,25028.723,-10368.17,-19265.438,-10874.906,22323.984,19000.771,-44810.643,-39810.759,3026.27,-15902.573,9890.647,-5082.876,0.0,49.73599999997532
6218,135623.501,91481.019,13445.446,-17113.3,25015.178,-10386.945,-18891.672,-10872.313,22339.742,19022.564,-44805.882,-39803.137,3048.063,-15877.919,9888.903,-5079.926,0.0,49.744000000006054
6219,135695.116,91510.009,13459.438,-17089.406,25031.339,-10368.55,-19195.566,-10882.26,22334.243,19020.396,-44816.835,-39821.756,3035.3,-15895.175,9886.467,-5080.663,0.0,49.75199999997858
6220,135714.227,91491.077,13456.287,-17107.846,25017.034,-10387.839,-18953.296,-10885.478,22332.343,19001.218,-44809.347,-39820.639,3035.255,-15909.368,9894.961,-5071.007,0.0,49.76000000000931
6221,135755.354,91507.885,13461.249,-17099.263,25020.856,-10386.386,-19118.229,-10905.997,22335.204,19027.705,-44824.054,-39838.185,3031.5,-15907.468,9893.419,-5085.514,0.0,49.76799999998184
6222,135782.377,91503.527,13460.489,-17103.577,25019.805,-10388.152,-19035.394,-10899.046,22324.475,18978.933,-44804.318,-39822.27,3021.196,-15935.028,9890.021,-5082.764,0.0,49.775999999954365
6223,135803.611,91507.282,13453.046,-17101.968,25018.464,-10387.102,-19049.453,-10914.491,22337.775,19039.216,-44821.037,-39832.552,3036.44,-15901.433,9892.234,-5082.429,0.0,49.7839999999851
6224,135811.144,91494.541,13447.301,-17109.791,25012.295,-10397.07,-19115.502,-10901.862,22311.042,18963.287,-44809.324,-39812.637,3011.495,-15944.416,9888.032,-5077.4,0.0,49.791999999957625
6225,135810.809,91498.945,13448.374,-17106.349,25013.1,-10392.712,-18980.297,-10901.013,22332.41,19048.291,-44827.586,-39821.13,3042.207,-15882.837,9888.054,-5088.464,0.0,49.79999999998836
6226,135798.023,91499.258,13453.381,-17104.695,25013.413,-10395.93,-19204.664,-10880.136,22309.947,18964.785,-44803.692,-39788.765,3022.939,-15922.489,9876.163,-5077.378,0.0,49.807999999960884
6227,135780.388,91494.251,13443.636,-17114.574,24999.666,-10411.979,-18919.589,-10888.63,22334.31,19063.468,-44824.233,-39797.706,3058.926,-15848.393,9874.129,-5083.614,0.0,49.81599999999162
6228,135791.363,91505.673,13452.308,-17105.567,25012.004,-10398.501,-19286.359,-10867.753,22301.14,18947.44,-44798.439,-39785.412,3025.8,-15918.152,9888.568,-5078.115,0.0,49.823999999964144
6229,135801.175,91498.743,13444.999,-17111.646,25003.935,-10406.369,-18856.647,-10878.236,22338.4,19070.821,-44817.103,-39801.953,3068.939,-15838.647,9880.969,-5085.715,0.0,49.83199999999488
6230,135782.333,91510.568,13453.85,-17104.739,25015.044,-10391.773,-19326.883,-10872.85,22296.759,18948.825,-44810.889,-39801.17,3015.876,-15927.786,9881.907,-5086.944,0.0,49.839999999967404
6231,135781.573,91517.586,13455.661,-17104.27,25017.883,-10387.884,-18799.672,-10883.064,22338.132,19070.285,-44830.447,-39813.061,3058.344,-15844.816,9883.561,-5090.275,0.0,49.84799999999814
6232,135798.225,91539.021,13469.698,-17097.475,25031.719,-10382.788,-19351.693,-10881.299,22312.003,18961.924,-44805.1,-39805.685,3018.201,-15927.115,9889.283,-5088.799,0.0,49.85599999997066
6233,135737.942,91539.312,13469.005,-17103.935,25028.992,-10389.225,-18765.295,-10893.145,22348.794,19067.245,-44822.333,-39826.651,3057.786,-15860.731,9893.307,-5102.054,0.0,49.8640000000014
6234,135716.842,91544.162,13464.534,-17097.699,25029.819,-10382.631,-19351.962,-10901.706,22312.964,18956.962,-44812.901,-39827.322,3010.221,-15948.886,9894.491,-5102.546,0.0,49.87199999997392
6235,135718.384,91544.14,13461.83,-17098.705,25027.785,-10387.213,-18749.359,-10904.164,22350.09,19060.942,-44821.663,-39827.143,3056.065,-15876.556,9885.193,-5094.298,0.0,49.88000000000466
6236,135730.946,91552.991,13461.785,-17095.329,25028.545,-10380.128,-19350.732,-10906.4,22315.624,18963.019,-44815.851,-39823.164,3016.01,-15952.507,9887.093,-5095.795,0.0,49.88799999997718
6237,135694.11,91538.485,13461.919,-17105.41,25018.799,-10388.621,-18780.226,-10900.275,22345.352,19050.951,-44818.265,-39814.917,3057.45,-15879.685,9882.511,-5102.769,0.0,49.896000000007916
6238,135697.284,91542.084,13453.426,-17107.802,25010.596,-10399.283,-19335.377,-10907.852,22315.892,18985.996,-44818.042,-39816.548,3023.699,-15932.167,9883.83,-5097.092,0.0,49.90399999998044
6239,135699.184,91534.417,13447.905,-17116.698,24999.376,-10405.475,-18818.783,-10898.308,22327.493,19037.942,-44822.445,-39814.246,3047.996,-15881.25,9894.648,-5100.4,0.0,49.91199999995297
6240,135738.613,91555.696,13461.584,-17097.587,25015.312,-10391.17,-19308.353,-10888.026,22310.774,18998.022,-44812.007,-39802.377,3028.818,-15909.48,9880.723,-5103.194,0.0,49.9199999999837
6241,135740.825,91537.501,13452.867,-17118.933,25000.449,-10406.056,-18884.944,-10884.428,22321.212,19026.073,-44812.007,-39800.991,3042.609,-15876.489,9871.782,-5102.993,0.0,49.92799999995623
6242,135780.5,91565.24,13457.494,-17107.735,25007.534,-10396.243,-19251.446,-10887.311,22309.813,19002.716,-44821.327,-39814.157,3018.849,-15903.937,9880.298,-5103.887,0.0,49.93599999998696
6243,135779.427,91551.561,13459.393,-17115.714,25007.892,-10394.634,-18942.008,-10881.544,22318.284,19004.191,-44809.883,-39811.519,3029.064,-15898.237,9888.859,-5092.89,0.0,49.94399999995949
6244,135743.016,91567.185,13460.422,-17102.75,25016.072,-10392.019,-19183.184,-10902.533,22322.844,19020.709,-44823.205,-39827.188,3025.979,-15905.658,9879.985,-5101.719,0.0,49.95199999999022
6245,135634.431,91556.322,13463.327,-17112.876,25015.201,-10397.808,-19010.27,-10903.628,22315.78,18990.131,-44809.66,-39825.601,3016.591,-15931.921,9875.336,-5092.174,0.0,49.95999999996275
6246,135652.514,91564.994,13458.321,-17111.043,25015.581,-10396.042,-19104.304,-10918.76,22325.749,19027.168,-44825.395,-39844.13,3024.459,-15917.08,9879.203,-5110.391,0.0,49.96799999999348
6247,135676.519,91548.945,13452.062,-17123.247,25006.305,-10407.196,-19077.929,-10904.187,22304.515,18974.776,-44811.001,-39829.579,3011.316,-15947.478,9873.391,-5096.958,0.0,49.97599999996601
6248,135733.203,91560.635,13454.834,-17113.211,25012.675,-10398.099,-19021.849,-10901.125,22332.187,19045.072,-44821.685,-39834.273,3040.754,-15893.431,9873.123,-5106.211,0.0,49.98399999999674
6249,135760.361,91559.853,13460.444,-17118.866,25013.569,-10398.702,-19166.196,-10873.632,22324.274,18967.579,-44787.71,-39799.449,3035.635,-15925.305,9877.661,-5100.78,0.0,49.991999999969266
6250,135777.125,91561.932,13453.046,-17119.67,25006.931,-10403.239,-18949.876,-10881.232,22346.76,19052.023,-44815.806,-39819.454,3068.693,-15866.498,9887.138,-5107.955,0.0,50.0
6251,135755.242,91547.47,13454.118,-17119.402,25005.277,-10405.989,-19229.273,-10863.238,22318.194,18958.839,-44788.806,-39795.493,3043.525,-15923.539,9865.412,-5094.432,0.0,50.007999999972526
6252,135764.496,91554.466,13443.546,-17127.941,25001.343,-10403.396,-18869.097,-10872.246,22349.621,19064.406,-44812.32,-39810.826,3083.401,-15848.326,9859.846,-5107.195,0.0,50.01600000000326
6253,135812.932,91573.667,13462.746,-17106.751,25025.371,-10387.75,-19284.705,-10842.25,22310.595,18960.761,-44797.456,-39795.918,3038.183,-15916.431,9882.265,-5098.612,0.0,50.023999999975786
6254,135838.815,91573.823,13459.17,-17110.216,25021.414,-10386.833,-18819.141,-10847.659,22350.582,19095.386,-44809.056,-39786.709,3082.686,-15811.021,9886.668,-5107.374,0.0,50.03200000000652
6255,135870.331,91585.848,13466.971,-17101.811,25025.393,-10382.899,-19329.051,-10853.605,22310.528,18975.335,-44794.617,-39775.6,3026.717,-15894.057,9874.956,-5099.171,0.0,50.039999999979045
6256,135857.501,91567.14,13455.929,-17125.191,25007.422,-10407.464,-18780.115,-10888.786,22342.468,19078.22,-44810.174,-39798.913,3059.663,-15834.088,9884.008,-5109.408,0.0,50.04800000000978
6257,135871.203,91587.547,13469.094,-17113.01,25022.286,-10398.367,-19363.696,-10895.358,22302.973,18951.686,-44803.155,-39817.353,3002.242,-15944.215,9875.939,-5112.894,0.0,50.055999999982305
6258,135852.808,91559.965,13456.085,-17136.792,25007.489,-10417.612,-18771.241,-10921.018,22333.93,19043.731,-44817.17,-39836.374,3039.949,-15885.497,9872.788,-5117.32,0.0,50.06399999995483
6259,135875.271,91570.314,13464.311,-17124.945,25016.564,-10407.866,-19384.059,-10919.185,22293.071,18929.134,-44813.884,-39845.74,2989.993,-15978.189,9876.297,-5118.102,0.0,50.071999999985565
6260,135870.398,91565.553,13458.678,-17139.921,25006.036,-10412.001,-18785.747,-10916.793,22330.197,19025.224,-44821.998,-39849.741,3034.07,-15906.977,9864.361,-5117.991,0.0,50.07999999995809
6261,135793.106,91581.266,13466.568,-17124.387,25016.966,-10407.062,-19379.32,-10907.338,22309.5,18947.507,-44805.435,-39834.497,3002.733,-15962.476,9864.942,-5114.481,0.0,50.087999999988824
6262,135531.635,91560.948,13455.057,-17137.597,24999.8,-10413.812,-18811.809,-10891.826,22333.952,19025.425,-44811.917,-39835.011,3040.977,-15897.946,9867.669,-5120.248,0.0,50.09599999996135
6263,135526.964,91577.064,13456.577,-17128.991,25009.166,-10407.33,-19338.528,-10876.292,22319.871,18977.704,-44797.634,-39822.427,3027.678,-15931.429,9880.276,-5112.85,0.0,50.103999999992084
6264,135550.724,91555.562,13442.138,-17152.036,24994.436,-10424.071,-18839.57,-10857.874,22335.718,19021.402,-44800.361,-39826.897,3060.155,-15878.612,9864.361,-5110.95,0.0,50.11199999996461
6265,135625.937,91592.733,13451.839,-17123.068,25016.475,-10393.561,-19269.484,-10837.534,22324.341,18992.948,-44801.166,-39827.881,3047.146,-15897.857,9865.792,-5111.71,0.0,50.11999999999534
6266,135603.876,91593.09,13464.02,-17121.861,25026.533,-10386.61,-18891.605,-10810.712,22351.722,19035.55,-44778.703,-39794.778,3081.367,-15845.33,9863.668,-5098.723,0.0,50.12799999996787
6267,135636.04,91603.618,13458.946,-17123.001,25026.175,-10383.324,-19190.425,-10836.617,22351.052,19038.59,-44792.136,-39804.97,3069.811,-15857.982,9876.118,-5116.404,0.0,50.1359999999986
6268,135675.044,91593.917,13461.807,-17134.065,25019.626,-10395.461,-18944.713,-10848.576,22337.506,19009.309,-44795.042,-39806.579,3052.958,-15878.165,9885.171,-5120.449,0.0,50.14399999997113
6269,135711.522,91620.449,13467.462,-17114.328,25030.668,-10371.768,-19125.225,-10863.216,22348.392,19053.186,-44794.259,-39804.545,3056.869,-15860.686,9879.628,-5119.376,0.0,50.15200000000186
6270,135718.362,91606.3,13459.259,-17128.656,25020.431,-10389.516,-19021.782,-10867.508,22331.315,19015.612,-44783.352,-39791.447,3037.244,-15886.122,9874.196,-5114.928,0.0,50.15999999997439
6271,135743.284,91620.471,13462.053,-17120.006,25029.394,-10383.972,-19049.207,-10879.667,22345.531,19069.145,-44801.166,-39808.591,3047.012,-15855.612,9876.498,-5126.194,0.0,50.17099999997299
6272,135741.697,91608.535,13459.751,-17135.786,25018.933,-10399.283,-19107.188,-10880.717,22326.979,18998.625,-44781.206,-39803.316,3023.23,-15906.798,9880.812,-5116.001,0.0,50.179000000003725
6273,135751.509,91617.297,13460.131,-17130.668,25017.637,-10396.668,-18992.166,-10889.613,22344.078,19068.34,-44798.484,-39825.444,3043.928,-15870.879,9875.336,-5121.165,0.0,50.18699999997625
6274,135755.488,91604.266,13463.484,-17129.393,25017.995,-10395.774,-19206.921,-10874.168,22314.864,18969.031,-44778.323,-39816.883,3015.362,-15939.23,9867.736,-5113.677,0.0,50.195000000006985
6275,135752.56,91596.711,13454.431,-17136.233,25009.456,-10405.542,-18936.42,-10882.819,22349.442,19071.0,-44792.874,-39823.321,3056.802,-15868.576,9855.823,-5115.51,0.0,50.20299999997951
6276,135698.804,91606.68,13451.347,-17137.418,25008.719,-10406.771,-19283.655,-10871.509,22309.41,18960.605,-44784.648,-39817.956,3012.099,-15946.092,9862.774,-5117.879,0.0,50.21099999995204
6277,135707.208,91614.615,13451.369,-17134.557,25013.457,-10404.089,-18871.734,-10884.674,22343.452,19066.217,-44812.923,-39831.993,3047.884,-15869.672,9868.832,-5117.633,0.0,50.21899999998277
6278,135742.144,91619.778,13456.756,-17124.7,25019.537,-10392.488,-19325.899,-10880.784,22311.78,18958.28,-44797.053,-39824.036,3004.007,-15949.221,9867.938,-5111.844,0.0,50.2269999999553
6279,135758.193,91619.219,13450.542,-17129.371,25017.548,-10389.516,-18797.348,-10897.28,22346.872,19078.868,-44823.495,-39840.509,3041.357,-15871.393,9870.575,-5106.569,0.0,50.23499999998603
6280,135782.534,91640.834,13464.713,-17112.831,25036.48,-10373.69,-19345.748,-10893.167,22311.467,18970.462,-44810.04,-39827.054,2991.177,-15953.692,9863.02,-5110.145,0.0,50.242999999958556
6281,135796.436,91649.975,13466.77,-17109.322,25039.005,-10367.924,-18762.926,-10894.866,22350.94,19085.439,-44830.536,-39832.351,3032.059,-15870.499,9866.574,-5106.994,0.0,50.25099999998929
6282,135798.605,91651.071,13470.771,-17106.438,25046.18,-10362.783,-19355.65,-10892.519,22322.866,18985.929,-44806.039,-39818.001,2994.106,-15940.392,9868.586,-5099.238,0.0,50.258999999961816
6283,135781.818,91622.729,13452.442,-17135.563,25019.38,-10391.393,-18768.402,-10904.299,22346.112,19074.398,-44814.398,-39835.771,3030.114,-15877.092,9868.966,-5111.755,0.0,50.26699999999255
6284,135789.53,91643.806,13463.283,-17121.861,25032.344,-10378.407,-19384.349,-10890.105,22314.171,18978.106,-44793.991,-39833.692,2994.597,-15955.659,9868.943,-5113.722,0.0,50.274999999965075
6285,135747.777,91606.546,13444.284,-17151.522,25010.82,-10403.329,-18792.184,-10893.212,22347.922,19065.971,-44793.231,-39832.016,3040.463,-15883.261,9862.551,-5111.039,0.0,50.28299999999581
6286,135758.707,91636.028,13457.024,-17130.958,25026.891,-10380.575,-19347.983,-10886.127,22316.295,18985.035,-44791.868,-39842.186,3000.364,-15950.25,9862.506,-5115.644,0.0,50.290999999968335
6287,135732.242,91621.052,13450.252,-17142.514,25021.079,-10393.695,-18823.32,-10874.906,22340.882,19054.035,-44790.46,-39836.866,3037.11,-15890.95,9868.496,-5112.135,0.0,50.29899999999907
6288,135748.559,91646.556,13449.201,-17128.142,25028.098,-10382.139,-19308.242,-10867.999,22333.483,19011.299,-44786.034,-39834.519,3020.324,-15926.266,9871.871,-5110.615,0.0,50.306999999971595
6289,135697.351,91616.448,13432.527,-17155.858,25003.22,-10406.503,-18864.895,-10876.582,22336.948,19037.964,-44794.997,-39845.538,3030.472,-15900.897,9873.056,-5108.111,0.0,50.31500000000233
